phase,lon,lat,UWIND
Early,-157.5,7.5,0.4245679386768746
Early,-157.5,10,0.23531508973592574
Early,-157.5,12.5,0.08797926147264534
Early,-157.5,15,0.14889559017539833
Early,-157.5,17.5,0.3975295728221706
Early,-157.5,20,0.6926420956889856
Early,-157.5,22.5,0.850184631431703
Early,-157.5,25,0.7121998356114221
Early,-157.5,27.5,0.2930659966349713
Early,-157.5,30,-0.14779995797039933
Early,-157.5,32.5,-0.3391495868776314
Early,-157.5,35,-0.2944295357057507
Early,-157.5,37.5,-0.2484470110412093
Early,-157.5,40,-0.3256379501158884
Early,-157.5,42.5,-0.45420138369829555
Early,-157.5,45,-0.5686604330822445
Early,-157.5,47.5,-0.6909524880900717
Early,-157.5,50,-0.7416978506787589
Early,-157.5,52.5,-0.5405613964507404
Early,-157.5,55,-0.0845962384189717
Early,-157.5,57.5,0.33410687440922504
Early,-157.5,60,0.45748942216021904
Early,-157.5,62.5,0.3751309592324647
Early,-157.5,65,0.3427248546100716
Early,-157.5,67.5,0.40497929441390945
Early,-157.5,70,0.3977627103137503
Early,-157.5,72.5,0.26673867466332907
Early,-157.5,75,0.17764015650688045
Early,-157.5,77.5,0.25006876339573325
Early,-157.5,80,0.34189528980531225
Early,-157.5,82.5,0.23117220520584755
Early,-157.5,85,-0.0705168024569378
Early,-157.5,87.5,-0.2918000232660158
Early,-157.5,90,-0.2504279060250058
Early,-155,-90,-0.15980569924722215
Early,-155,-87.5,-0.5416689858746578
Early,-155,-85,-0.33089519787938043
Early,-155,-82.5,0.33291462825598506
Early,-155,-80,0.6140416139206921
Early,-155,-77.5,0.022239408531594264
Early,-155,-75,-0.9377913604844726
Early,-155,-72.5,-1.4048997261815563
Early,-155,-70,-1.2047481245985971
Early,-155,-67.5,-0.87716934878215
Early,-155,-65,-0.8129569754017318
Early,-155,-62.5,-0.8299204472894918
Early,-155,-60,-0.6286064570984478
Early,-155,-57.5,-0.25013827766326235
Early,-155,-55,0.1151635732805008
Early,-155,-52.5,0.42782404482656106
Early,-155,-50,0.6790556461933834
Early,-155,-47.5,0.730984165299017
Early,-155,-45,0.5249901409558385
Early,-155,-42.5,0.26537004482322785
Early,-155,-40,0.16072960428643948
Early,-155,-37.5,0.1344368405128331
Early,-155,-35,0.007634615763664132
Early,-155,-32.5,-0.15293017339427536
Early,-155,-30,-0.18151899145550277
Early,-155,-27.5,-0.1667654010123525
