phase,lon,lat,VwIND
Early,-155,-67.5,-0.035409422167720674
Early,-155,-65,0.049269417377706036
Early,-155,-62.5,0.05026303611319481
Early,-155,-60,-0.011934179302175229
Early,-155,-57.5,-0.08636608025870593
Early,-155,-55,-0.1718996574282257
Early,-155,-52.5,-0.28011201729476637
Early,-155,-50,-0.3902896481565949
Early,-155,-47.5,-0.4640288878470394
Early,-155,-45,-0.4966206273134294
Early,-155,-42.5,-0.4875644413235912
Early,-155,-40,-0.42841304542429437
Early,-155,-37.5,-0.33290514629641316
Early,-155,-35,-0.24907184767714358
Early,-155,-32.5,-0.22915594110172488
Early,-155,-30,-0.26800690451430037
Early,-155,-27.5,-0.30854438128983497
Early,-155,-25,-0.2982949800192026
Early,-155,-22.5,-0.2335622247930162
Early,-155,-20,-0.156399361087806
Early,-155,-17.5,-0.12125993808787909
Early,-155,-15,-0.14110741479607017
Early,-155,-12.5,-0.1640859991100091
Early,-155,-10,-0.11318209382909634
Early,-155,-7.5,0.03105121132230367
Early,-155,-5,0.1890827143665934
Early,-155,-2.5,0.2563521674109407
