phase,lon,lat,VwIND
Early,-167.5,-22.5,0.37845623934402955
Early,-167.5,-20,0.21930928391922141
Early,-167.5,-17.5,0.11164486668452131
Early,-167.5,-15,0.06445318744011658
Early,-167.5,-12.5,0.034645857136349566
Early,-167.5,-10,-0.02234846708551588
Early,-167.5,-7.5,-0.10525741607977235
Early,-167.5,-5,-0.1836936294705509
Early,-167.5,-2.5,-0.2300285661941123
Early,-167.5,0,-0.24046517294629027
Early,-167.5,2.5,-0.22596698392823203
Early,-167.5,5,-0.20531194138875383
Early,-167.5,7.5,-0.19744785745840215
Early,-167.5,10,-0.20422245074892914
Early,-167.5,12.5,-0.20381934808674373
Early,-167.5,15,-0.16630994588088843
Early,-167.5,17.5,-0.0869222747460356
Early,-167.5,20,0.016475340610683634
Early,-167.5,22.5,0.12299892665415833
Early,-167.5,25,0.21756940719148404
Early,-167.5,27.5,0.27456370679199904
Early,-167.5,30,0.263680829321239
Early,-167.5,32.5,0.17184050232281273
Early,-167.5,35,0.017081930899748545
Early,-167.5,37.5,-0.16968476852803072
Early,-167.5,40,-0.3404926328270998
Early,-167.5,42.5,-0.4216910569881735
Early,-167.5,45,-0.3651168515715873
Early,-167.5,47.5,-0.19626286216150204
Early,-167.5,50,-0.02488612488160941
Early,-167.5,52.5,0.07589002230429462
Early,-167.5,55,0.11520881942347097
Early,-167.5,57.5,0.13383156068500376
Early,-167.5,60,0.11939030631438852
Early,-167.5,62.5,0.0492335839001184
Early,-167.5,65,-0.04150241863268349
Early,-167.5,67.5,-0.08323102019205987
Early,-167.5,70,-0.07513268902936343
Early,-167.5,72.5,-0.0715276430621227
Early,-167.5,75,-0.07858596315753748
Early,-167.5,77.5,-0.026997062001699303
Early,-167.5,80,0.10902477978805121
Early,-167.5,82.5,0.24152546725737903
Early,-167.5,85,0.24621261113385573
Early,-167.5,87.5,0.10313837444275487
Early,-167.5,90,-0.10099819344272232
Early,-165,-90,-0.025858813299998704
Early,-165,-87.5,-0.1972541835013817
Early,-165,-85,-0.36327081555530116
Early,-165,-82.5,-0.41871092200143306
Early,-165,-80,-0.30663192473572487
Early,-165,-77.5,-0.04789364527228655
Early,-165,-75,0.2674616954645713
Early,-165,-72.5,0.5137836434704801
Early,-165,-70,0.6043018414077236
Early,-165,-67.5,0.5626302404909633
Early,-165,-65,0.4735792445167485
Early,-165,-62.5,0.39508121014646097
Early,-165,-60,0.31094361283769345
Early,-165,-57.5,0.19437497890354982
Early,-165,-55,0.07889947421040394
Early,-165,-52.5,0.027547110459062017
Early,-165,-50,0.04866588982228057
Early,-165,-47.5,0.09681270421313232
Early,-165,-45,0.13845954835870575
Early,-165,-42.5,0.20451260198566046
Early,-165,-40,0.33748400420459146
Early,-165,-37.5,0.5155891646146342
Early,-165,-35,0.6666403664903886
Early,-165,-32.5,0.7352701640510502
Early,-165,-30,0.7236912805548869
Early,-165,-27.5,0.6606121149813191
Early,-165,-25,0.5501650243530336
Early,-165,-22.5,0.3849710937955895
Early,-165,-20,0.20460591126403985
Early,-165,-17.5,0.08420293485601528
Early,-165,-15,0.05414482227600599
Early,-165,-12.5,0.056070943539825856
Early,-165,-10,0.005563025926569056
Early,-165,-7.5,-0.10794538878688069
Early,-165,-5,-0.21693166540243028
Early,-165,-2.5,-0.25860295291758173
Early,-165,0,-0.24097760165994064
Early,-165,2.5,-0.21598979354959447
Early,-165,5,-0.21918876535068546
Early,-165,7.5,-0.24137238687241433
Early,-165,10,-0.25692232231558093
Early,-165,12.5,-0.24398432874747067
Early,-165,15,-0.19060115517385598
Early,-165,17.5,-0.10920678937405397
Early,-165,20,-0.012878378714888826
Early,-165,22.5,0.0905851193274547
Early,-165,25,0.19378454678619508
Early,-165,27.5,0.2584121914717726
Early,-165,30,0.24348756243355557
Early,-165,32.5,0.14196334702518618
Early,-165,35,-0.012638260853409087
Early,-165,37.5,-0.18524274441795016
Early,-165,40,-0.3454048398878138
Early,-165,42.5,-0.43609098903649024
Early,-165,45,-0.3948652368453194
Early,-165,47.5,-0.23873410465799277
Early,-165,50,-0.07707034406675228
Early,-165,52.5,-0.002091826321922516
Early,-165,55,0.0018364484052642057
Early,-165,57.5,0.0052547049671576775
Early,-165,60,0.015317909753839232
Early,-165,62.5,-0.003277330477854928
Early,-165,65,-0.04672223139650126
Early,-165,67.5,-0.06615493350616423
Early,-165,70,-0.05437108676512817
Early,-165,72.5,-0.061911368444502415
Early,-165,75,-0.08902070742383988
Early,-165,77.5,-0.06325593693009333
Early,-165,80,0.05535751062745704
Early,-165,82.5,0.18442064416779558
Early,-165,85,0.2016528992724418
Early,-165,87.5,0.0767302617244788
Early,-165,90,-0.10981518781282741
Early,-162.5,-90,-0.046945961124006244
Early,-162.5,-87.5,-0.21603871702103639
Early,-162.5,-85,-0.3809672185557057
Early,-162.5,-82.5,-0.43170236825463465
Early,-162.5,-80,-0.2973080153962217
Early,-162.5,-77.5,0.004194074504572953
Early,-162.5,-75,0.35926509924025873
Early,-162.5,-72.5,0.6029966041011362
Early,-162.5,-70,0.655757656670956
Early,-162.5,-67.5,0.569038055931479
Early,-162.5,-65,0.4597496366824178
Early,-162.5,-62.5,0.3778043639964053
Early,-162.5,-60,0.2926535138152535
Early,-162.5,-57.5,0.17969930607542597
Early,-162.5,-55,0.08767132878376001
Early,-162.5,-52.5,0.07533583624747492
Early,-162.5,-50,0.13262486618201644
Early,-162.5,-47.5,0.19420708787680024
Early,-162.5,-45,0.23084897795952547
Early,-162.5,-42.5,0.28177742539684525
Early,-162.5,-40,0.39834802722436113
Early,-162.5,-37.5,0.5665356808105593
Early,-162.5,-35,0.7114777988399604
Early,-162.5,-32.5,0.7706452179508068
Early,-162.5,-30,0.747735483952446
Early,-162.5,-27.5,0.6799692058508441
Early,-162.5,-25,0.5671460482449419
Early,-162.5,-22.5,0.390182373811429
Early,-162.5,-20,0.17737688905065924
Early,-162.5,-17.5,0.026008117093171357
Early,-162.5,-15,-0.006704481812338181
Early,-162.5,-12.5,0.020424130059643015
Early,-162.5,-10,-0.00756216680350746
Early,-162.5,-7.5,-0.1213032509934865
Early,-162.5,-5,-0.23547835457807775
Early,-162.5,-2.5,-0.27041820082090334
Early,-162.5,0,-0.23755766012074817
Early,-162.5,2.5,-0.20639930735698542
Early,-162.5,5,-0.2128306956658057
Early,-162.5,7.5,-0.2392367190118663
Early,-162.5,10,-0.2510092172125928
Early,-162.5,12.5,-0.22570491463187217
