Phase,Lon,Lat,Mean_anomaly
Early,0,-68,6.776663390073778e-4
Early,0,-66,-0.008726249680374498
Early,0,-64,0.008188971154618
Early,0,-62,0.040142338926141385
Early,0,-60,0.06367056740052746
Early,0,-58,0.06592649456226451
Early,0,-56,0.08767897946139179
Early,0,-54,0.11061672347061562
Early,0,-52,0.13263189882943097
Early,0,-50,0.136033285386634
Early,0,-48,0.11959728038672192
Early,0,-46,0.08152276602658248
Early,0,-44,-0.0032311309467675923
Early,0,-42,-0.10105362516461272
Early,0,-40,-0.19464934666952224
Early,0,-38,-0.2593363848599471
Early,0,-36,-0.24929415818417333
Early,0,-34,-0.1784234682718818
Early,0,-32,-0.06794607567064084
Early,0,-30,0.05118857297030725
Early,0,-28,0.15293120181922237
Early,0,-26,0.22373474005496963
Early,0,-24,0.2472292957883912
Early,0,-22,0.22174277739090248
Early,0,-20,0.17416401776400647
Early,0,-18,0.1273660255200925
Early,0,-16,0.10238772883559762
Early,0,-14,0.10348982955470519
Early,0,-12,0.10431383595321968
Early,0,-10,0.09545177401918661
Early,0,-8,0.07649722532792927
Early,0,-6,0.04469869787042722
Early,0,-4,0.013779198039675209
Early,0,-2,-0.0030046925400201378
Early,0,0,-0.006301287448770942
Early,0,2,-0.002037733251390959
Early,0,4,-0.003451078588319059
Early,0,6,-0.0105909549828672
Early,0,38,-0.12792465903542033
Early,0,40,-0.14296330538663363
Early,0,52,-0.026864118287059303
Early,0,56,0.2286118001648919
Early,0,58,0.2751778732646649
Early,0,60,0.3279019948208067
Early,0,62,0.39156898801977047
Early,0,64,0.44217053254445704
Early,0,66,0.4697263392535133
Early,0,68,0.4485100406588927
Early,0,70,0.37415879711960215
Early,0,72,0.2629902626528879
Early,0,74,0.15448012460361749
Early,0,76,0.09592002142559353
Early,0,78,0.10107283714142652
Early,0,80,0.07450053691863982
Early,0,82,0
Early,0,84,0
Early,0,86,0
Early,0,88,0
Early,2,-70,-1.5601967320288956e-4
Early,2,-68,0.005786287062095738
Early,2,-66,-0.010287466103380037
Early,2,-64,-0.00450597974387054
Early,2,-62,0.03050064480665938
Early,2,-60,0.052111490115974705
Early,2,-58,0.054225223353414724
Early,2,-56,0.07531017475959019
Early,2,-54,0.09601602653662361
Early,2,-52,0.1235998027252422
Early,2,-50,0.12837432550661426
Early,2,-48,0.10752914096369826
Early,2,-46,0.06071263371091988
Early,2,-44,-0.016245416438939397
Early,2,-42,-0.11321663856506303
Early,2,-40,-0.2067234559492651
Early,2,-38,-0.2558105931137578
Early,2,-36,-0.24076644146081394
