phase,lon,lat,mean_anomaly
Early,-167.5,-67.5,0.4049172776147657
Early,-167.5,-65,0.5063039589443179
Early,-167.5,-62.5,0.7168301889866882
Early,-167.5,-60,0.8785909742586341
Early,-167.5,-57.5,0.7748897523619689
Early,-167.5,-55,0.4278989654613895
Early,-167.5,-52.5,-0.14114758879122177
Early,-167.5,-50,-0.7075471326169633
Early,-167.5,-47.5,-1.1770885141741871
Early,-167.5,-45,-1.456014027369872
Early,-167.5,-42.5,-1.468063538611426
Early,-167.5,-40,-1.3480920658196225
Early,-167.5,-37.5,-1.1778245845553386
Early,-167.5,-35,-0.9265820788535791
Early,-167.5,-32.5,-0.5943091805149322
Early,-167.5,-30,-0.2699526148586074
Early,-167.5,-27.5,0.008534335288686634
Early,-167.5,-25,0.2450564434669616
Early,-167.5,-22.5,0.40527475562087717
Early,-167.5,-20,0.47460201205609565
Early,-167.5,-17.5,0.4359173264909657
Early,-167.5,-15,0.3539417481271016
Early,-167.5,-12.5,0.27055618279587745
Early,-167.5,-10,0.2147131883347811
Early,-167.5,-7.5,0.18861097262940235
Early,-167.5,-5,0.1606026311500898
Early,-167.5,-2.5,0.1294804415121348
Early,-167.5,0,0.09422238514199535
Early,-167.5,2.5,0.06944644835478471
Early,-167.5,5,0.05266848321888915
Early,-167.5,7.5,0.03586053274592586
Early,-167.5,10,0.049585997067163136
Early,-167.5,12.5,0.13341287878711797
Early,-167.5,15,0.2590845389380775
Early,-167.5,17.5,0.3902231997390174
Early,-167.5,20,0.5229341723692584
Early,-167.5,22.5,0.674100325838532
Early,-167.5,25,0.8314373574450542
Early,-167.5,27.5,0.9816371375042252
Early,-167.5,30,1.1311629195172201
Early,-167.5,32.5,1.1958758145976502
Early,-167.5,35,1.0774817693058423
Early,-167.5,37.5,0.845086412511779
Early,-167.5,40,0.5988115509932413
Early,-167.5,42.5,0.3624480531115353
Early,-167.5,45,0.12061554252176734
Early,-167.5,47.5,-0.12374184587861806
Early,-167.5,50,-0.3426369990233525
Early,-167.5,52.5,-0.6588072906477691
Early,-167.5,55,-1.0020261404368966
Early,-167.5,57.5,-1.023014622026335
Early,-167.5,60,-0.7866391902900034
Early,-167.5,62.5,-0.5183731182784413
Early,-167.5,65,-0.24062050342261046
Early,-167.5,67.5,-0.020000855326435384
Early,-167.5,70,0.12197898338198457
Early,-167.5,72.5,0.13603743075889269
Early,-167.5,75,-0.14003138644529828
Early,-167.5,77.5,-0.549556003584945
Early,-167.5,80,-0.7425773867706311
Early,-167.5,82.5,-0.7552216927331472
Early,-167.5,85,-0.7941331622677922
Early,-167.5,87.5,-0.8898661779072825
Early,-167.5,90,-0.983428958944188
Early,-165,-90,0.25773983382282495
Early,-165,-87.5,0.24141625936880473
Early,-165,-85,-0.5336339687192264
Early,-165,-82.5,-0.20183915770613226
Early,-165,-80,-0.3663350276964536
Early,-165,-77.5,-0.6646986884979071
Early,-165,-75,-0.5647524193549145
Early,-165,-72.5,-0.13755760834157513
Early,-165,-70,0.31256323721079865
Early,-165,-67.5,0.545994468882418
Early,-165,-65,0.6320885874877661
Early,-165,-62.5,0.8274002443793108
Early,-165,-60,0.9511740224825871
Early,-165,-57.5,0.8169841234931653
Early,-165,-55,0.4421793173673393
Early,-165,-52.5,-0.17388678722696227
Early,-165,-50,-0.769228380579591
Early,-165,-47.5,-1.2478828771591963
Early,-165,-45,-1.463474217985464
Early,-165,-42.5,-1.3946188090581415
Early,-165,-40,-1.24642979797988
Early,-165,-37.5,-1.055469802867367
Early,-165,-35,-0.7986698517427726
Early,-165,-32.5,-0.48072623004304094
Early,-165,-30,-0.17573375692316517
Early,-165,-27.5,0.09223305636986652
Early,-165,-25,0.3304187927661474
Early,-165,-22.5,0.48073255132000553
Early,-165,-20,0.5334576409255476
Early,-165,-17.5,0.46945839035428777
Early,-165,-15,0.36943879113779304
Early,-165,-12.5,0.2842302460080589
Early,-165,-10,0.21008534538914886
Early,-165,-7.5,0.1674579667641865
Early,-165,-5,0.13226893939366846
Early,-165,-2.5,0.09440500162980356
Early,-165,0,0.06554150374704477
Early,-165,2.5,0.04869713261659854
Early,-165,5,0.03656663408272607
Early,-165,7.5,0.030621244705480423
Early,-165,10,0.046465469208578726
Early,-165,12.5,0.12062306940355257
Early,-165,15,0.2612057347662017
Early,-165,17.5,0.38823124796348907
Early,-165,20,0.49966334310918226
Early,-165,22.5,0.660364589442571
Early,-165,25,0.8131660068427266
Early,-165,27.5,0.9431286249590073
Early,-165,30,1.081871212121473
Early,-165,32.5,1.1788724910392943
Early,-165,35,1.1302043743888646
Early,-165,37.5,0.964873224177967
Early,-165,40,0.7710510101021611
Early,-165,42.5,0.5538230612579241
Early,-165,45,0.303276979472065
Early,-165,47.5,0.012059433040019486
Early,-165,50,-0.2815484033883934
Early,-165,52.5,-0.6246854838710363
Early,-165,55,-0.9325959921805065
Early,-165,57.5,-0.9280840909084589
Early,-165,60,-0.7099378054736121
Early,-165,62.5,-0.4967422368850862
Early,-165,65,-0.27423154121768223
Early,-165,67.5,-0.033261803518701075
Early,-165,70,0.12943595633783503
Early,-165,72.5,0.11600891169779289
Early,-165,75,-0.15355137667045823
Early,-165,77.5,-0.5583692489409486
Early,-165,80,-0.7529815575104692
Early,-165,82.5,-0.7643587080484565
Early,-165,85,-0.8041336184426371
Early,-165,87.5,-0.8956379113714206
Early,-165,90,-0.983428958944188
Early,-162.5,-90,0.25773983382282495
Early,-162.5,-87.5,0.19644130824377157
Early,-162.5,-85,-0.5824137666991817
Early,-162.5,-82.5,-0.2826279406971423
Early,-162.5,-80,-0.4251992750081001
Early,-162.5,-77.5,-0.6505807836428289
Early,-162.5,-75,-0.48372621375047514
Early,-162.5,-72.5,-0.044366063864453055
Early,-162.5,-70,0.40501019876176086
Early,-162.5,-67.5,0.6740912104920824
Early,-162.5,-65,0.7512115998695379
Early,-162.5,-62.5,0.9270984522644881
Early,-162.5,-60,1.0118895812969584
Early,-162.5,-57.5,0.8483890273704219
Early,-162.5,-55,0.4491548305636684
Early,-162.5,-52.5,-0.1893641088303241
Early,-162.5,-50,-0.7987594574776494
